Tanggal,Username,Komentar,Polarity
2023-01-28T06:25:33Z,Channel Qtorang,Semoga ada pembangunan hunian yang bersubsidi untuk masyarakat menegah ke bawah sehingga meramaikan kota baru dan meramaikan roda perekonomian,Positif
2023-01-28T07:38:54Z,Crist Wibisono,"Buat Kawasan Penunjang ya ga di IKNnya juga x, modelny kota Satelit/Sub Urban. <br>Contohny DKI, kota satelitny Depok, Bekasi dan Tangerang.",Netral
2023-01-28T06:23:06Z,Channel Qtorang,Pembangunan yang menyerap banyak tenaga kerja. Mendukung perputaran ekonomi kemasyarakatan.,Positif
2023-01-28T06:21:56Z,ELANG JAWA,"Semoga pembangunannya  mempunyai tatakota Badung ,, pohon pohon tetap ada  sebagai penghujauan..",Positif
2023-01-28T06:15:34Z,YEO 'os,Komen jadul semua,Netral
2023-01-28T06:15:15Z,Aji wong channel,"Hutan kalimantan akan lenyap dan populasi manusia bertambah ,hewan akan mengalah dengan adanya ibu kota baru akan berdampak ke semua kawasan kalimantan",Negatif
2023-01-28T06:10:37Z,hendri harahap,Kamar2 pekerjanya pake ac dong pak. Masa kipas angin doang🤣,Negatif
2023-01-28T06:10:27Z,A Padilah20,Konsepnya kayak kota modern BSD dan alamsutra,Positif
2023-01-28T06:07:58Z,VIRGO CHANEL,Semoga berjalan dgn lancar untuk kemajuan NKRI &amp,Positif
2023-01-28T06:02:11Z,NAZO LIVE STREAMM,Maksa banget ngak ada duit,Negatif
2023-01-28T05:59:01Z,Abi Abizar,Kok kayak rumah susun,Negatif
2023-01-28T05:52:14Z,cinta yayuk,"tapi di silkarnya, masih sempit jalanannya, apalagi yg lewatin pasar,",Netral
2023-01-28T05:51:50Z,BekrahCahayaAnugerah99,Mitol budaya dan sifat demo-demonya jgn di bawa ke ikn.simpan saja di kampung masing-masing..,Positif
2023-01-28T05:50:01Z,15 JAYEN,Berantas ladang korupsi 🥲,Positif
2023-01-28T05:38:45Z,GAME PUSONG,yang untung perusahaan asing,Negatif
2023-01-28T05:20:06Z,Muhammad Yani,"Ikn buat siapa ya, apa benar buat rakyat sementara sekarang  diperas lewat pajak, mineral tambang dikuras?...",Negatif
2023-01-28T05:12:08Z,Dias Faisal,Semangat untuk membangun negeri,Positif
2023-01-28T05:05:38Z,Muhammad Naufal,Ada kemungkinan selesai y pas Gibran jdi presiden 😅,Negatif
2023-01-28T05:04:39Z,Mang Ace Family,"Semoga berjalan lancar,,untuk Indonesia maju,,,",Positif
2023-01-28T05:00:23Z,vita chanel,Pejabat berlomba2 korupsi,Negatif
2023-01-28T05:00:11Z,vita chanel,Ladang korupsi infonesia,Negatif
2023-01-28T04:59:28Z,bb,Jalaur KA dibangun dong jngn cm sulawesi aaj,Positif
2023-01-28T04:56:28Z,USPN Arena,Semoga ikn tetap lanjut. .siapapun presidennya di 2024,Positif
2023-01-28T04:52:46Z,IKHYU,Mantap pokoknya pak presiden,Positif
2023-01-28T04:47:38Z,Simbul Banjar,Dan tentunya memanusiakan para pekerja adalah pondasi yg paling utama,Positif
2023-01-28T04:46:13Z,Raffi Dian raffi,Semoga ikn cepat selesai  .amin,Positif
2023-01-28T04:43:59Z,bang tejo,"kalimantan sangat luas luas nya 3 kali lipat wilayah malaysia,,,tapi populasi manusia di kalimantan sangat sedikit,,,,hanya lahan yg luas,,,populasi yg sedikit",Netral
2023-01-28T04:42:17Z,SANN22 Gaming,Perjelas yg saat detail 👍. Walaupun dampak nya kehutanan Kalimantan,Negatif
2023-01-28T04:35:41Z,Arif Susilo Rahadi,"Pelan tapi pasti seperti proyek-proyek besar sebelumnya :<br>1.MRT Jakarta<br>2.Kereta cepat Jakarta-Bandung<br>3.Sirkuit dan Kawasan Kuta Mandalika<br>4.The Next : IKN Nusantara .. 🙏<br><br>Semangat membangun bangsa, yok semangat yok ..",Positif
2023-01-28T04:26:45Z,Slamet Bagas waras,DULU ADA &quot,Netral
2023-01-28T04:25:47Z,Anamaste Mei,Bagaimana akses bisa kerja di area IKN?,Netral
2023-01-28T04:23:34Z,Nizar Ayubi,"Kota,baru di huni hantu",Negatif
2023-01-28T04:15:29Z,sasa natasya,Moga&quot,Netral
2023-01-28T04:04:08Z,Multazam Tazam,Jangan lupa inprastruktur untuk warga sekitarnya.. Jangan hanya untuk orang elit. Saja.,Positif
2023-01-28T03:59:45Z,mohd zaid,Salam dari Malaysia moga maju dan berjaya❤❤,Positif
2023-01-28T03:58:06Z,ami ami rey,Semoga lancar dlm pembangunan IKN,Positif
2023-01-28T03:54:41Z,Ricky Indra Yohanis,"Semoga pembangunannya lancar, pekerja diberi kemudahan dan kesejahteraan, serta IKN memajukan bangsa",Positif
2023-01-30T01:10:56Z,Ricky Indra Yohanis,@Muhammad Akbar 🇧🇳 Berarti fungsi pengawasan DPR harus dipacu bekerja,Negatif
2023-01-30T00:43:47Z,Muhammad Akbar 🇧🇳,Rakyat gak ada yang ngawasin.,Negatif
2023-01-28T03:52:06Z,Syibolet,nkri menuju masa kejayaan... baro jokowi.,Positif
2023-01-28T03:51:26Z,El_Wasman Collection,Indonesia semakin Maju dan Kuat,Positif
2023-01-28T03:48:32Z,yogisuaryo82 yogi,"bangunlah rumahmu dari hasil usaha dan keringatmu sendiri jangan kau membangun tapi meminjam uang dari tetangga,hutangmu saja masih belum terbayar dan banyak kok mau bangun dan ngutang lagi,kata bg rocky gerung &quot",Negatif
2023-01-28T03:43:16Z,DJR.Raden_gaming57,"jangan lupa sistem pertahanan darat ke udara... seperti s-400 Triumf, am mm-104 patriot, iron dome dan sejenisnya. pertahanan darat ke darat  dan penambahan personil TNI di daerah Kalimantan karena Kalimantan berdekatan dengan negara lain...dari 273 juta warga negara 2021 yg sekarang personil aktf 400 ribu saya harap Indonesia bisa memiliki 1 juta lbih pasukan aktif.<br>dan saya harap Indonesia bisa menampung para siber dalam negri untuk kerja sama pertahanan Indonesia berbasis pasukan siber khusus yang di lindungi undang undang dan negara.<br>terima kasih",Positif
2023-01-28T03:42:00Z,yogisuaryo82 yogi,"Saya bangga dgn adanya ibu kota negara baru yg namanya IKN,tapi saya lebih bangga lagi apa bila pak jokowi membangun SDM manusianya agar lebih maju,tiga saja dulu,<br>1.Pemerataan ekonomi<br>2.Tingkatkan SDM dlm halnya pendidikan<br>3.kokohkan pertahanan militer indonesia agar negara luar enggan untuk macam&quot",Positif
2023-01-28T03:38:20Z,Shiva Dagger,"IKN belum selesai sudah ada dampak Positif, banyak perusahaan baru yg buka lapangan kerja di buka di wilayah Kaltim, trutama Samarinda, Balikapapan. Semoga kedepannya makin banyak lapangan kerja yg disiapkan oleh para pengusaha.",Positif
2023-02-24T09:30:05Z,NETRAL OPTIMIS,"@Zulkufli Aziz masih sekitar 1,5% bro, ini proyek jangka panjang 10-15 tahun.",Netral
2023-02-24T09:28:58Z,NETRAL OPTIMIS,@Feri Irawan kau tanam dekat rumahmu beberapa pohon bro,Netral
2023-02-24T07:40:39Z,Feri Irawan,Tidak ada lagi paru - paru dunia.,Negatif
2023-02-23T07:15:14Z,AGNOSTIK IDN,@Zulkufli Aziz akun bawahanya kaka pembina ini..,Netral
2023-02-19T14:21:49Z,Zulkufli Aziz,Belum selesai atau hanya baru bermula di bawah 5%?,Netral
2023-01-28T03:27:48Z,Amanda Katrina,SEMUA SEMUA DIMUDAHKAN SERTA DILANCARKAN DLM PROSES PEMBNGUNAN IKN<br>SEMANGAT SAUDARA2KU💖💖🙇🙇🇲🇨🇲🇨🇲🇨,Positif
2023-01-28T03:11:53Z,Chez^^,Dana haji lari kmana ke kalimantan,Negatif
2023-01-28T03:11:52Z,Siaran DSP,"Sejarah pembangunan Indonesia,.",Netral
2023-01-28T03:10:22Z,Rezaldi Setiawan,"Pantes harga pangan naik semua,ternyata ikn dalam proses pembangunan... 🙏😊",Negatif
2023-01-28T03:07:50Z,MASK GG,Welcome back NUSANTARA.<br>Jaya terus INDONESIA !!!!,Positif
2023-01-28T03:07:26Z,annsika 90,Untuk transportasi skyway apakah dibangun juga pak?,Netral
2023-01-28T03:07:11Z,Imam S,HASIL MENIPU RAKYAT DENGAN BERBAGAI CARA,Negatif
2023-01-28T03:06:54Z,balqis 2014,"Ditempat proyek ada warung kumuh itu kalimat bapak itu , proyek ikn ini makan duit rakyat banyak dan proyek lain sudah cekak banyak masalah , proyek ini di manjakan broo",Negatif
2023-01-28T02:56:51Z,Djoem dewi,Semoga tuhan melindungi semua orang yang terlibat dalam ikn .,Positif
2023-01-28T02:52:59Z,blender chan,ayo dukung jokowi 3 periode,Netral
2023-01-28T02:51:31Z,Nini Nyoman,Semoga presiden bwrikutnya  jg tetap bertekad melanjutkan pembangunan IKN,Positif
2023-01-28T02:50:13Z,Arjuna Ireng,Nanti juga mangkrak hutang numpuk,Negatif
2023-01-28T02:38:21Z,Faisal Rivaldi,Ini dana ngutang gak? Nanya,Netral
2023-01-28T02:34:26Z,Arei Lupus,Masih KRISIS katanya...eh MASIH napsu buat IKN di saat rakyat di suruh hemat..tapi ini bangun mulu,Negatif
2023-01-28T02:33:31Z,Yu suf,Halah saya ngk mikirin .ikN .mikiri buat makan jj .susah,Negatif
2023-01-28T02:33:16Z,米 羅,"Semoga yg jadi presiden nanti melnjutkan program pak Jokowi, bukan malah menghentikan 🙂",Positif
2023-01-28T02:33:12Z,akhmad adam,bangga kalimantan bisa maju seperti pulau Jawa... semoga pembangunan dan perkembangan dapat merata juga sehingga banyak destinasi yang bisa dan mudah untuk dikunjungi di masa datang yang ada di seluurh pulau kalimantan,Positif
2023-01-28T02:31:51Z,Benyamin Yamin,Si edy mulyadi cs ( jin buang anak ) yang menolak keras IKN sdh pasti tambah pusing jika nonton video ini..!!!<br>😀😀😀😀😀,Netral
2023-01-28T02:30:27Z,mr. lonely,anjayy aku kira ini bakalan cuma jadi proyek siluman ternyata benar2 ada progres ya,Positif
2023-01-28T02:01:16Z,A & TO,Aku ingin pindah ke meikarta,Netral
2023-01-28T01:57:01Z,mas faiz,Apakah ikn jika ada presiden terpilih di 2024....bisa di hntikan apa ini proyek yg trctt di UUD .shgga spa pun presiden y ttp trs brjln..???,Netral
2023-01-28T01:53:36Z,Yohan Pornomo,Kirain gak bakal di kerjain 😁,Negatif
2023-01-28T01:42:06Z,kadrun tolol,Kadrun kejettttt....kejetttt.......kejetttt 😂😂😀😀😀😁😁😁😁 drunnnnn...drunnnn.....sakit hati kita kok terus.....,Negatif
2023-01-28T01:36:55Z,eycak,"Rakyat nya di mana2 hidup susah, malah pindah ibu kota, utang dan utang&quot",Negatif
2023-01-28T01:30:56Z,Dani Nurdin,Bikin jalan yg gede lebar sekalian gk kyak skrg dlu org bikin jalan sempit2 giliran dh padat sibuk pelebaran jalan gmggu pengguna blom penggusuran lg,Positif
2023-01-28T01:27:11Z,Amir Udin,Nanti yang beli properti di sana bukan orang Indonesia.,Negatif
2023-01-28T01:18:30Z,Sumarso Sw,Terina kasih infonya.<br>Sangat menyenangkan mendengar dan melihat perkembangan pembanguna IKN.<br>Semoga Tuhan Yang Maha Kuasa memberikan kemudahan dalam pembangynan IKB.Brovo IKN.<br>Terima kasih.aku selalu mengikiti perkembangan ini.,Positif
2023-01-28T01:09:52Z,L,"Udah ngerusak alam, awas aja kalo nggak jadi kayak Hambalang atau Meikarta!",Negatif
2023-01-28T00:45:48Z,Nevan Satrya,Bongkar alam,Negatif
2023-01-28T00:45:01Z,Muhammad Razikani,pasti mangkrak dan di korup pembangunan ikn,Negatif
2023-01-28T00:36:11Z,Ridwansyah_iwan,Yah mending lah dr pada meikarta wkkwwk,Positif
2023-01-28T00:32:29Z,Caesar Jurgen,Gedung parlemen ditempatkan dmn ya?,Netral
2023-01-28T00:23:17Z,Fajar Julianto,Sukses IKN 🔥🔥,Positif
2023-01-28T00:21:05Z,"One, v",Pencucian uang <br><br>.pasti bobrok di tengah tengah,Negatif
2023-01-28T00:18:58Z,Bara Jamu,Semoga orang2 yang korupsi di ikn lansung ketangkep.  Biar ada efek jera diselanjutnya.  Tolong siapapun yang peduli dengan indonesia.  Ikut mengawasi.  Karena uang kita bisa semua itu.,Positif
2023-01-28T00:14:08Z,Abdthal Arsyad,"Sayangnya jalan penghubung dari Balikpapan ke Jembatan Pulau Balang,  yang jembatannya sudah bisa dilewati, belum ada/belum bisa dilewati, padahal ini sangat ditunggu masyarakat pengguna Jalan Kaltim, Kalsel, Kalteng, Kaltara.",Netral
2023-01-28T00:09:19Z,Hilman Kholik,Ada yg merasakan gaji dipotong untuk pembangunan IKN?,Netral
2023-01-28T00:04:45Z,AURA CHANEL,Saya kok masih ada keraguan kalo ini akan menjadi proyek yang selesai dan nanti jika presiden berganti apakah akan bisa berlanjut. <br>Kayaknya nanti proyek ini akan berakhir seperti hambalang atau kota baru meikarta,Negatif
2023-01-28T00:03:56Z,Edy Kusumanto,Tol lol,Negatif
2023-01-27T23:59:22Z,Arydiaz,Keputusan yg sangat tepat untuk pindah ibu kota karena jakarta sudah akan tenggelam,Positif
2023-01-27T23:57:00Z,Fist Dev,"Gw termasuk yang skeptis dengan proyek ini .. kita bisa mindahin ibukota dalam hitungan tahun, but ... Tidak dengan orangnya ., Peradaban nya., Contohnya gak usah jauh-jauh... Tetangga kita ada yg gagal &quot",Negatif
2023-01-27T23:51:49Z,WELDER99,Pandai juga . Padahal itu rumah pekerja. Pertama kali sy lihat pas kerja sama pekerja China.  Ternyata indo pake juga . Rumah nya itu bisa di bongkar pasang . Mirip kontener cuma tiang2 nya bisa di lepas,Netral
2023-01-27T23:45:07Z,MUSIC UPDATE,juga merubah budaya setuju banget,Positif
2023-01-27T23:19:48Z,Aris SHD,Semoga yang kerja  anak dalam negri tidak melibatkan  WNA,Positif
2023-01-27T23:12:03Z,Sandy Andryawan,"Itu mess di peruntukan utk staff2nya,pelaksana,karyawan2 dsb..<br>Tpi tdk utk kuli2nya",Netral
2023-01-27T23:04:48Z,Suwe Ndro,Saya optimis Alhamdulillah setapak demi selangkah pembangunan IKN mulai terwujud tampak memenuhi rencana membangun masa depan penuh harapan yang lebih maju Indonesiaku. Lanjut penuh semangat dan.optimis kita pasti bisa mewujudkan IBUKOTA NEGARA NUSANTARA dengan segala kelengkapannya. Semoga Allah SWT selalu memberikan taufiq dan hidayah kepada kita sebagai anak bangsa umat Mu yang sedang membangun NKRI..Amin..amin..amin..Yarobsl alamin. Selamat bertugas semoga sukses sehat selalu buat para tenaga kerjanya. Salam semangat.,Positif
2023-01-27T22:53:07Z,Recki Haperd,Gw liat 70% yang koment BOT. Kocak.,Netral
2023-01-27T22:33:03Z,radjakmulia karya,seperti acara bedah rumah..dalam semalam,Negatif
2023-01-27T22:07:02Z,KEANOE Wijaya,Semoga IKN menjadi titik awal kebesaran dan kebanggaan rakyat indonesia 😃😃,Positif
2023-01-27T22:00:58Z,rastafalian velgpku,ada bau bau aroma hambalang nya......🤐🤐🤐,Negatif
2023-01-27T21:51:02Z,Hery Mfla,Ada mixue gak kak?,Netral
2023-01-27T21:14:18Z,Dzuna Edi,"Yaaa Allah mudahkanlah pak Presiden dan pemerintah Indonesia,para menteri dan pejabat Negeri Indonesia untuk membangun IKN.Amin amin amin.....",Positif
2023-01-27T20:52:08Z,Quotesid,"Jangan ada kabel menggantung, usahakan dibawah tanah, malu masa iya kota masa depan kabel kabel masih semerawut! 🗿",Positif
2023-01-27T20:49:11Z,hansjr11,Mantappp,Positif
2023-01-27T20:11:09Z,Rama Dhani Ichsan,"Kita lihat siapa nanti yang menjadi ras mayoritas penduduk di sana, gue tebak inisial J",Netral
2023-01-27T19:39:49Z,umi and her son,Ya Allah jagalah bangsa Indonesia dari kehancuran atas perbuatan orang orang yang serakah dan tak berilmu,Positif
2023-01-27T17:17:46Z,Ketua Netizen +62,Cara jadi pekerja ikn gimana,Netral
2023-01-27T16:40:32Z,ibrahim hasan,Mudah mudahan bisa bersaing dgn bursa saham Singapore dan Malaysia...selama ini mrka lebih dlu start buka bursa saham,Positif
2023-01-27T16:38:52Z,Elisma Wati,buat yg terbaik untuk negara indonesia tercinta ini.. kekuatan bangunan dinomor 1kan,Positif
2023-01-27T16:28:08Z,Anu kapungkur.,Alloh Karim... Sing di lancarken Dina sanes kantenna...,Netral
2023-01-27T16:22:53Z,black for all,Sebentar lagi pembangunan di Kalimantan akan maju,Positif
2023-01-27T16:21:13Z,black for all,"Jangan sampe si minoritas teroris pendatang gk diundang menguasai Indonesia, cukup di Jakarta aja yg merasakan kogubluk an anies, jangan Indonesia",Negatif
2023-01-27T16:16:06Z,Yasir Maulana,Jelas dan transparan....,Positif
2023-01-27T16:14:29Z,CAK LUK,Semoga tidak mangkrakkk,Positif
2023-01-27T16:31:57Z,Legend,"Ya kalo 2024 anus baswedan yg menang, hampir pasti ini bakal berhenti wkwk",Netral
2023-01-27T16:09:28Z,EDI SUTISON,"Kalian komen harus bilang kalau program jokowi bagus semua, kalau kalian mengkritik, siap2 aja di serbu para pemujanya dgn kata kotor disini, dan itu akan terjadi setelah komentar ini di publish.",Netral
2023-01-27T15:52:30Z,ABDI YOGI,Hutan ku nan indah sekali🥰,Netral
2023-01-28T12:45:14Z,ABDI YOGI,@Legend Mohon maaf ente gak nyambung🙏,Netral
2023-01-28T01:14:04Z,Legend,"@ABDI YOGI kadrun sok sarkas, bedain bengkak oplas ratna sarumpaet aja otak gak mampu 🤣",Netral
2023-01-28T00:50:18Z,ABDI YOGI,"@Legend ente kenapa ya?? Saya hanya memuji keindahan alam ko, apa salah nya????🤔",Netral
2023-01-27T16:32:48Z,Legend,"Alah sok peduli lingkungan sementar idup lu pakai semua barang yg industrinya merusak lingkungan. Ada istilahnya di islam tuh, munafik",Netral
2023-01-27T15:51:29Z,Bang Viral,Tumben ni komennya indah semua seperti setingan hehe...,Netral
2023-01-27T15:50:07Z,ALAM NUSANTARA,"Mau bangun IKN ,,, tapi jalan jalan kalimantan pada hancur tak pernah di perbaiki ,,, penting mana IKN atau jalan jalan pedalaman Kalimantan",Negatif
2023-01-27T15:46:24Z,Aan Armes,Tau gak ibu kota pindah <br>  AKan dijajah oleh  orang orang. Yg serakah<br>     Bahkan orang orang pribumi akan di ancan pendatang semakin ramai pendtg akan semakin  lupa diri bahwa pendtg akan memberontak tanah.  Pribumi,Negatif
2023-01-27T15:42:47Z,Aan Armes,Siap siap para disuap <br>     Ibu kota pindah <br>Tpi tanah dan pulauw kalimantan akan <br>    Rusak total karna. Prusaaan ikan <br>      Bukan banjir aja dampaknya tanah hutan akan dijadikan proyek hutang jokowi demi membangaunnkota yg gak jelass,Negatif
2023-01-27T15:41:05Z,SOUTH BORNEO,Semoga hutang negara tidak bertambah besar...?,Positif
2023-01-27T15:39:51Z,Aan Armes,APa guna nya ibukota dipindah sementara <br>     Korupsi di pelihara orang orang. Iblis.  Yg tidakbakan terlihat oleh mata batin orang orang bersih,Negatif
2023-01-27T15:31:54Z,Look US,"Yg berkoar² menolak rencana pemerintah mana suaranya ,kok pada kicep awokawok, kenapa? Gak mampu melawan pemerintah, wkwk baru sadar,,? lu mo ngelawan tangan tuhan haaa..!? Wkwk lawak nasip aja gak bisa  ,apa lagi tangan tuhan , mimpi jadi orang kaya aja bnyk yg kaga kesampean apalagi mimpi mo ngatur pemerintah ,, yah kebalik lah wkwk ,",Netral
2023-01-27T15:31:24Z,Emje Er Aceh,Yg blm bl tnh bli trs dsna 😃,Netral
2023-01-27T15:04:42Z,Doni Don,Hmmmmmm....,Netral
2023-01-27T14:55:52Z,izzi tv,Buruan dikebut pak sebelum 2024..kalau ga selesai bisa berabee..ya kalau gantinya sefrequensi..kalau gak ya siap2 deh...,Positif
2023-01-27T14:43:27Z,yulis riana,dijajah cina kok bangga...,Negatif
2023-01-27T14:38:29Z,gachawolfy_kittyUwU,Another MEIKARTA.....HEHHEEHEHEHEHEHEHEHHEE,Negatif
2023-01-27T14:38:07Z,Aprilia tri20,qatar kaya karna minyak nya msak indonesia kaya dengan emas .mlempem penjilat,Netral
2023-01-27T14:29:10Z,Muslimin Limin,Bikin ibukota kaya bikin perumahan 😭,Netral
2023-01-27T14:24:46Z,pokemon17,Smga presiden selanjut bukan  basedan,Netral
2023-01-27T14:20:53Z,Mbi Mbot,Ruang bawah tanah untuk perlindungan orang&quot,Positif
2023-01-27T14:16:42Z,Riki Ramadhani,"Mega Proyek Indonesia menuju generasi emas tahun 2045🔥🔥🔥 Sebagai Masyakarat kota penyangga IKN Nusantara (Kota Balikpapan). Saya turut berbangga dengan progress IKN yang semakin cepat. Sukses terus buat para PJ serta pekerja semoga selalu diberikan kesehatan yang prima oleh Tuhan Yang Maha Esa. Semoga jika ada rezeki di suatu saat, saya bisa ikut berkontribusi di pembangunan IKN ini🤲🏻<br><br>Satu lagi, yang saya takutkan untuk tahun 2024 di Presiden selanjutnya aja. Takut tak bisa amanah dan melanjutkan proyek ini alias mangkrak. Naudzubillah mindzalik. Jangan sampe",Positif
2023-01-27T14:05:14Z,Masykur N,"Hambatan utama pembangunan IKN adalah pematangan lahan. Sy meliat dari video udara sangat sulit dan butuh waktu lama untuk membuat satu bidang datar dengan luasan lebih dari 10 hektar apa lagi di atas itu. Tantangan terberatnya disitu. Idealnya pematangan lahan dulu dengan luasan yg ideal, kemudian baru membangun. Memang butuh proses, semoga lancar dan tidak ada hambatan.",Positif
2023-01-27T14:18:32Z,Riki Ramadhani,Bener banget pak. Memang di daerah sana tepatnya sepaku semoi. Daerah tersebut memanglah berbukit-bukit. Ditambah masih banyak Hutan Asri yg Hijau disana,Positif
2023-01-27T13:48:50Z,Sainan Nan,Mantap pak Jokowi lanjutkan pak jgn jendor,Positif
2023-01-27T13:47:20Z,Zhafran Zakazaki,"Semoga pemerintah tidak hanya memikirkan pembangunan IKN nya saja, kasihan warga2 transmigran sp1 sampai sp 10 masih ada yg kesulitan fasilitas umum jalan, tanggul, jembatan.. banyak sekali",Positif
2023-01-27T13:26:13Z,Sugeng Widianto,Semoga bermanfaat untuk nak cucu kita kedepannya nya,Positif
2023-01-27T13:25:59Z,Dilan Cepmek,Proses pembangunan dg bangunan sistem modular sgt praktis dan cepat dlm pembangunannya,Positif
2023-01-27T13:03:42Z,ZhaLu sang Petualang,🤣😂🤣,Netral
2023-01-27T12:53:39Z,8u74kn9 8ukukn9,Ikn = invansi Jawa ke kalimantan,Netral
2023-01-27T12:49:58Z,sufii ahmad,"Proyek mangkrak,pupuk untuk petani tambak dicabut,ini namay penjajah,pasal 33 ayat 1,2&amp",Negatif
