,Unnamed: 0,Komentar,Polarity,casefolding,cleaned_text,normalized_text,tokenizing,stopword,stemming,text_preprocessed
659,703,"Koq tempat ibadah cuman masjid aja gemana dengan yang beragama lain apa ngak disiapin tempat ibadah.? Misalnya Pura, Gereja, wihara",Negatif,"koq tempat ibadah cuman masjid aja gemana dengan yang beragama lain apa ngak disiapin tempat ibadah.? misalnya pura, gereja, wihara",koq tempat ibadah cuman masjid aja gemana dengan yang beragama lain apa ngak disiapin tempat ibadah  misalnya pura  gereja  wihara,kok tempat ibadah hanya masjid saja bagaimana dengan yang beragama lain apa tidak disiapin tempat ibadah misalnya pura gereja wihara,"['kok', 'tempat', 'ibadah', 'hanya', 'masjid', 'saja', 'bagaimana', 'dengan', 'yang', 'beragama', 'lain', 'apa', 'tidak', 'disiapin', 'tempat', 'ibadah', 'misalnya', 'pura', 'gereja', 'wihara']","['kok', 'tempat', 'ibadah', '', 'masjid', '', 'bagaimana', '', '', 'beragama', '', 'apa', '', 'disiapin', 'tempat', 'ibadah', 'misalnya', 'pura', 'gereja', 'wihara']","['kok', 'tempat', 'ibadah', '', 'masjid', '', 'bagaimana', '', '', 'agama', '', 'apa', '', 'disiapin', 'tempat', 'ibadah', 'misal', 'pura', 'gereja', 'wihara']","['kok', 'tempat', 'ibadah', 'masjid', 'bagaimana', 'agama', 'apa', 'disiapin', 'tempat', 'ibadah', 'misal', 'pura', 'gereja', 'wihara']"
660,704,"Bagus,. Sekarang bayar hutang nya kpan?",Negatif,"bagus,. sekarang bayar hutang nya kpan?",bagus   sekarang bayar hutang nya kpan,bagus sekarang bayar hutang nya kapan,"['bagus', 'sekarang', 'bayar', 'hutang', 'nya', 'kapan']","['bagus', 'sekarang', 'bayar', 'hutang', 'nya', 'kapan']","['bagus', 'sekarang', 'bayar', 'hutang', 'nya', 'kapan']","['bagus', 'sekarang', 'bayar', 'hutang', 'nya', 'kapan']"
661,707,Lah itu ada duit..ktnya anu,Negatif,lah itu ada duit..ktnya anu,lah itu ada duit  ktnya anu,lah itu ada duit katanya anu,"['lah', 'itu', 'ada', 'duit', 'katanya', 'anu']","['lah', '', '', 'duit', 'katanya', '']","['lah', '', '', 'duit', 'kata', '']","['lah', 'duit', 'kata']"
662,708,proyek gila nih...,Negatif,proyek gila nih...,proyek gila nih,proyek gila nih,"['proyek', 'gila', 'nih']","['proyek', 'gila', 'nih']","['proyek', 'gila', 'nih']","['proyek', 'gila', 'nih']"
663,709,Antisipasi bikin undang&quot,Positif,antisipasi bikin undang&quot,antisipasi bikin undang,antisipasi bikin undang,"['antisipasi', 'bikin', 'undang']","['antisipasi', 'bikin', 'undang']","['antisipasi', 'bikin', 'undang']","['antisipasi', 'bikin', 'undang']"
664,710,Adrun a.... Tut 😛🤣🤣🤣,Netral,adrun a.... tut 😛🤣🤣🤣,adrun       tut,adrun tut,"['adrun', 'tut']","['adrun', 'tut']","['adrun', 'tut']","['adrun', 'tut']"
665,711,"*pembukaan lahan hutan, penebangan pohon takbisa terhindari apapun bantahan pusat",Negatif,"*pembukaan lahan hutan, penebangan pohon takbisa terhindari apapun bantahan pusat",pembukaan lahan hutan  penebangan pohon takbisa terhindari apapun bantahan pusat,pembukaan lahan hutan penebangan pohon takbisa terhindari apapun bantahan pusat,"['pembukaan', 'lahan', 'hutan', 'penebangan', 'pohon', 'takbisa', 'terhindari', 'apapun', 'bantahan', 'pusat']","['pembukaan', 'lahan', 'hutan', 'penebangan', 'pohon', 'takbisa', 'terhindari', 'apapun', 'bantahan', 'pusat']","['buka', 'lahan', 'hutan', 'tebang', 'pohon', 'takbisa', 'hindar', 'apa', 'bantah', 'pusat']","['buka', 'lahan', 'hutan', 'tebang', 'pohon', 'takbisa', 'hindar', 'apa', 'bantah', 'pusat']"
666,712,Mesjid disebut. Gereja kok ngak disebut pak? Apa pekerjanya semua muslim? Jawab pak.,Negatif,mesjid disebut. gereja kok ngak disebut pak? apa pekerjanya semua muslim? jawab pak.,mesjid disebut  gereja kok ngak disebut pak apa pekerjanya semua muslim jawab pak,mesjid disebut gereja kok tidak disebut bapak apa pekerjanya semua muslim jawab bapak,"['mesjid', 'disebut', 'gereja', 'kok', 'tidak', 'disebut', 'bapak', 'apa', 'pekerjanya', 'semua', 'muslim', 'jawab', 'bapak']","['mesjid', 'disebut', 'gereja', 'kok', '', 'disebut', 'bapak', 'apa', 'pekerjanya', 'semua', 'muslim', 'jawab', 'bapak']","['mesjid', 'sebut', 'gereja', 'kok', '', 'sebut', 'bapak', 'apa', 'kerja', 'semua', 'muslim', 'jawab', 'bapak']","['mesjid', 'sebut', 'gereja', 'kok', 'sebut', 'bapak', 'apa', 'kerja', 'semua', 'muslim', 'jawab', 'bapak']"
667,713,Majulah Indonesia,Positif,majulah indonesia,majulah indonesia,majulah indonesia,"['majulah', 'indonesia']","['majulah', 'indonesia']","['maju', 'indonesia']","['maju', 'indonesia']"
668,714,"Semoga lancar, dan selamat semua, cinta kalimantan cinta indonesia",Positif,"semoga lancar, dan selamat semua, cinta kalimantan cinta indonesia",semoga lancar  dan selamat semua  cinta kalimantan cinta indonesia,semoga lancar dan selamat semua cinta kalimantan cinta indonesia,"['semoga', 'lancar', 'dan', 'selamat', 'semua', 'cinta', 'kalimantan', 'cinta', 'indonesia']","['semoga', 'lancar', '', 'selamat', 'semua', 'cinta', 'kalimantan', 'cinta', 'indonesia']","['moga', 'lancar', '', 'selamat', 'semua', 'cinta', 'kalimantan', 'cinta', 'indonesia']","['moga', 'lancar', 'selamat', 'semua', 'cinta', 'kalimantan', 'cinta', 'indonesia']"
669,715,"di tempat saya, jalan rusak dan minim penerangan berpuluh-puluh km..harus bertarung juga dengan truk2 kontainer... sampai detik ini lom di benerin.. ngapain bikin ikn,, ini jalanan rusak benerin dulu..",Negatif,"di tempat saya, jalan rusak dan minim penerangan berpuluh-puluh km..harus bertarung juga dengan truk2 kontainer... sampai detik ini lom di benerin.. ngapain bikin ikn,, ini jalanan rusak benerin dulu..",di tempat saya  jalan rusak dan minim penerangan berpuluhpuluh km  harus bertarung juga dengan truk  kontainer    sampai detik ini lom di benerin   ngapain bikin ikn   ini jalanan rusak benerin dulu,di tempat saya jalan rusak dan minim penerangan berpuluhpuluh anda harus bertarung juga dengan truk kontainer sampai detik ini belum di benerin ngapain bikin ikn ini jalanan rusak benerin dulu,"['di', 'tempat', 'saya', 'jalan', 'rusak', 'dan', 'minim', 'penerangan', 'berpuluhpuluh', 'anda', 'harus', 'bertarung', 'juga', 'dengan', 'truk', 'kontainer', 'sampai', 'detik', 'ini', 'belum', 'di', 'benerin', 'ngapain', 'bikin', 'ikn', 'ini', 'jalanan', 'rusak', 'benerin', 'dulu']","['', 'tempat', '', 'jalan', 'rusak', '', 'minim', 'penerangan', 'berpuluhpuluh', '', '', 'bertarung', '', '', 'truk', 'kontainer', '', 'detik', '', '', '', 'benerin', 'ngapain', 'bikin', 'ikn', '', 'jalanan', 'rusak', 'benerin', 'dulu']","['', 'tempat', '', 'jalan', 'rusak', '', 'minim', 'terang', 'berpuluhpuluh', '', '', 'tarung', '', '', 'truk', 'kontainer', '', 'detik', '', '', '', 'benerin', 'ngapain', 'bikin', 'ikn', '', 'jalan', 'rusak', 'benerin', 'dulu']","['tempat', 'jalan', 'rusak', 'minim', 'terang', 'berpuluhpuluh', 'tarung', 'truk', 'kontainer', 'detik', 'benerin', 'ngapain', 'bikin', 'ikn', 'jalan', 'rusak', 'benerin', 'dulu']"
670,716,ikn dikalimantan semoga pembangunan dikalimantan merata.,Positif,ikn dikalimantan semoga pembangunan dikalimantan merata.,ikn dikalimantan semoga pembangunan dikalimantan merata,ikn dikalimantan semoga pembangunan dikalimantan merata,"['ikn', 'dikalimantan', 'semoga', 'pembangunan', 'dikalimantan', 'merata']","['ikn', 'dikalimantan', 'semoga', 'pembangunan', 'dikalimantan', 'merata']","['ikn', 'dikalimantan', 'moga', 'bangun', 'dikalimantan', 'rata']","['ikn', 'dikalimantan', 'moga', 'bangun', 'dikalimantan', 'rata']"
671,717,yg merada sehat pasti mendikung ikn.smoga yg madih sakit segera di sembuhksn oleh tuhan yg maha esa,Positif,yg merada sehat pasti mendikung ikn.smoga yg madih sakit segera di sembuhksn oleh tuhan yg maha esa,yg merada sehat pasti mendikung ikn smoga yg madih sakit segera di sembuhksn oleh tuhan yg maha esa,yang merasa sehat pasti mendukung ikn semoga yang masih sakit segera di sembuhkan oleh tuhan yang maha esa,"['yang', 'merasa', 'sehat', 'pasti', 'mendukung', 'ikn', 'semoga', 'yang', 'masih', 'sakit', 'segera', 'di', 'sembuhkan', 'oleh', 'tuhan', 'yang', 'maha', 'esa']","['', 'merasa', 'sehat', '', 'mendukung', 'ikn', 'semoga', '', '', 'sakit', 'segera', '', 'sembuhkan', '', 'tuhan', '', 'maha', 'esa']","['', 'rasa', 'sehat', '', 'dukung', 'ikn', 'moga', '', '', 'sakit', 'segera', '', 'sembuh', '', 'tuhan', '', 'maha', 'esa']","['rasa', 'sehat', 'dukung', 'ikn', 'moga', 'sakit', 'segera', 'sembuh', 'tuhan', 'maha', 'esa']"
672,718,sempga srmua sehat dan s,Positif,sempga srmua sehat dan s,sempga srmua sehat dan,semoga srmua sehat dan,"['semoga', 'srmua', 'sehat', 'dan']","['semoga', 'srmua', 'sehat', '']","['moga', 'srmua', 'sehat', '']","['moga', 'srmua', 'sehat']"
673,719,YANG PALING PENTING HUTAN DI KALIMANTAN JANGAN DI BABAT HABIS PAK DAN TRANSPORTASI DI IKN HARUS RAMAH LINGKUNGAN,Positif,yang paling penting hutan di kalimantan jangan di babat habis pak dan transportasi di ikn harus ramah lingkungan,yang paling penting hutan di kalimantan jangan di babat habis pak dan transportasi di ikn harus ramah lingkungan,yang paling penting hutan di kalimantan jangan di babat habis bapak dan transportasi di ikn harus ramah lingkungan,"['yang', 'paling', 'penting', 'hutan', 'di', 'kalimantan', 'jangan', 'di', 'babat', 'habis', 'bapak', 'dan', 'transportasi', 'di', 'ikn', 'harus', 'ramah', 'lingkungan']","['', 'paling', 'penting', 'hutan', '', 'kalimantan', 'jangan', '', 'babat', 'habis', 'bapak', '', 'transportasi', '', 'ikn', '', 'ramah', 'lingkungan']","['', 'paling', 'penting', 'hutan', '', 'kalimantan', 'jangan', '', 'babat', 'habis', 'bapak', '', 'transportasi', '', 'ikn', '', 'ramah', 'lingkung']","['paling', 'penting', 'hutan', 'kalimantan', 'jangan', 'babat', 'habis', 'bapak', 'transportasi', 'ikn', 'ramah', 'lingkung']"
674,720,Semoga lancar sukses.... jangan ujungnya terbengkalai.....,Positif,semoga lancar sukses.... jangan ujungnya terbengkalai.....,semoga lancar sukses     jangan ujungnya terbengkalai,semoga lancar sukses jangan ujungnya terbengkalai,"['semoga', 'lancar', 'sukses', 'jangan', 'ujungnya', 'terbengkalai']","['semoga', 'lancar', 'sukses', 'jangan', 'ujungnya', 'terbengkalai']","['moga', 'lancar', 'sukses', 'jangan', 'ujung', 'bengkalai']","['moga', 'lancar', 'sukses', 'jangan', 'ujung', 'bengkalai']"
675,721,"Yang saya harapkan, nantinya ikn dapat menjadi patokan serta panutan kota2 lain sebagai kota yg memiliki banyak hal yg mendekati kesempuranaan dan keseimbangan di berbagai aspek.",Positif,"yang saya harapkan, nantinya ikn dapat menjadi patokan serta panutan kota2 lain sebagai kota yg memiliki banyak hal yg mendekati kesempuranaan dan keseimbangan di berbagai aspek.",yang saya harapkan  nantinya ikn dapat menjadi patokan serta panutan kota  lain sebagai kota yg memiliki banyak hal yg mendekati kesempuranaan dan keseimbangan di berbagai aspek,yang saya harapkan nantinya ikn dapat menjadi patokan serta panutan kota lain sebagai kota yang memiliki banyak hal yang mendekati kesempurnaan dan keseimbangan di berbagai aspek,"['yang', 'saya', 'harapkan', 'nantinya', 'ikn', 'dapat', 'menjadi', 'patokan', 'serta', 'panutan', 'kota', 'lain', 'sebagai', 'kota', 'yang', 'memiliki', 'banyak', 'hal', 'yang', 'mendekati', 'kesempurnaan', 'dan', 'keseimbangan', 'di', 'berbagai', 'aspek']","['', '', 'harapkan', 'nantinya', 'ikn', '', 'menjadi', 'patokan', '', 'panutan', 'kota', '', '', 'kota', '', 'memiliki', 'banyak', '', '', 'mendekati', 'kesempurnaan', '', 'keseimbangan', '', 'berbagai', 'aspek']","['', '', 'harap', 'nanti', 'ikn', '', 'jadi', 'patok', '', 'panutan', 'kota', '', '', 'kota', '', 'milik', 'banyak', '', '', 'dekat', 'sempurna', '', 'imbang', '', 'bagai', 'aspek']","['harap', 'nanti', 'ikn', 'jadi', 'patok', 'panutan', 'kota', 'kota', 'milik', 'banyak', 'dekat', 'sempurna', 'imbang', 'bagai', 'aspek']"
676,722,"Semoga pembangunan jalan dibuat lebar dan ruasnya ditambah,<br>Tidak seperti umumnya di Indonesia ruasnya cuma ada dua per jalur<br>Yg menimbulkan masalah kemacetan",Positif,"semoga pembangunan jalan dibuat lebar dan ruasnya ditambah,<br>tidak seperti umumnya di indonesia ruasnya cuma ada dua per jalur<br>yg menimbulkan masalah kemacetan",semoga pembangunan jalan dibuat lebar dan ruasnya ditambah  tidak seperti umumnya di indonesia ruasnya cuma ada dua per jalur yg menimbulkan masalah kemacetan,semoga pembangunan jalan dibuat lebar dan ruasnya ditambah tidak seperti umumnya di indonesia ruasnya hanya ada dua per jalur yang menimbulkan masalah kemacetan,"['semoga', 'pembangunan', 'jalan', 'dibuat', 'lebar', 'dan', 'ruasnya', 'ditambah', 'tidak', 'seperti', 'umumnya', 'di', 'indonesia', 'ruasnya', 'hanya', 'ada', 'dua', 'per', 'jalur', 'yang', 'menimbulkan', 'masalah', 'kemacetan']","['semoga', 'pembangunan', 'jalan', 'dibuat', 'lebar', '', 'ruasnya', 'ditambah', '', '', 'umumnya', '', 'indonesia', 'ruasnya', '', '', '', 'per', 'jalur', '', 'menimbulkan', 'masalah', 'kemacetan']","['moga', 'bangun', 'jalan', 'buat', 'lebar', '', 'ruas', 'tambah', '', '', 'umum', '', 'indonesia', 'ruas', '', '', '', 'per', 'jalur', '', 'timbul', 'masalah', 'macet']","['moga', 'bangun', 'jalan', 'buat', 'lebar', 'ruas', 'tambah', 'umum', 'indonesia', 'ruas', 'per', 'jalur', 'timbul', 'masalah', 'macet']"
677,723,semoga semua berjalan dengan lancar dan tidak ada otak² korupsi,Positif,semoga semua berjalan dengan lancar dan tidak ada otak² korupsi,semoga semua berjalan dengan lancar dan tidak ada otak korupsi,semoga semua berjalan dengan lancar dan tidak ada otak korupsi,"['semoga', 'semua', 'berjalan', 'dengan', 'lancar', 'dan', 'tidak', 'ada', 'otak', 'korupsi']","['semoga', 'semua', 'berjalan', '', 'lancar', '', '', '', 'otak', 'korupsi']","['moga', 'semua', 'jalan', '', 'lancar', '', '', '', 'otak', 'korupsi']","['moga', 'semua', 'jalan', 'lancar', 'otak', 'korupsi']"
678,724,Bukannya buat byar hutang negara mlah menghambur hamburkan uang,Negatif,bukannya buat byar hutang negara mlah menghambur hamburkan uang,bukannya buat byar hutang negara mlah menghambur hamburkan uang,bukannya buat bayar hutang negara malah menghambur hamburkan uang,"['bukannya', 'buat', 'bayar', 'hutang', 'negara', 'malah', 'menghambur', 'hamburkan', 'uang']","['bukannya', 'buat', 'bayar', 'hutang', 'negara', 'malah', 'menghambur', 'hamburkan', 'uang']","['bukan', 'buat', 'bayar', 'hutang', 'negara', 'malah', 'hambur', 'hambur', 'uang']","['bukan', 'buat', 'bayar', 'hutang', 'negara', 'malah', 'hambur', 'hambur', 'uang']"
679,725,Selamat dan sukses buat pak Danis Sumadilaga semoga selalu dlm lindunga Alloh dlm menjalankan pembanghnn IKN serta tetapa amanah.....aamiin.,Positif,selamat dan sukses buat pak danis sumadilaga semoga selalu dlm lindunga alloh dlm menjalankan pembanghnn ikn serta tetapa amanah.....aamiin.,selamat dan sukses buat pak danis sumadilaga semoga selalu dlm lindunga alloh dlm menjalankan pembanghnn ikn serta tetapa amanah     aamiin,selamat dan sukses buat bapak danis sumadilaga semoga selalu dalam lindunga allah dalam menjalankan pembangunan ikn serta tetapa amanah aamiin,"['selamat', 'dan', 'sukses', 'buat', 'bapak', 'danis', 'sumadilaga', 'semoga', 'selalu', 'dalam', 'lindunga', 'allah', 'dalam', 'menjalankan', 'pembangunan', 'ikn', 'serta', 'tetapa', 'amanah', 'aamiin']","['selamat', '', 'sukses', 'buat', 'bapak', 'danis', 'sumadilaga', 'semoga', 'selalu', '', 'lindunga', 'allah', '', 'menjalankan', 'pembangunan', 'ikn', '', 'tetapa', 'amanah', 'aamiin']","['selamat', '', 'sukses', 'buat', 'bapak', 'dan', 'sumadilaga', 'moga', 'selalu', '', 'lindunga', 'allah', '', 'jalan', 'bangun', 'ikn', '', 'tetapa', 'amanah', 'aamiin']","['selamat', 'sukses', 'buat', 'bapak', 'dan', 'sumadilaga', 'moga', 'selalu', 'lindunga', 'allah', 'jalan', 'bangun', 'ikn', 'tetapa', 'amanah', 'aamiin']"
680,726,Kalau mau demo ke istana berarti nanti kesini aja,Netral,kalau mau demo ke istana berarti nanti kesini aja,kalau mau demo ke istana berarti nanti kesini aja,kalau mau demo ke istana berarti nanti kesini saja,"['kalau', 'mau', 'demo', 'ke', 'istana', 'berarti', 'nanti', 'kesini', 'saja']","['kalau', 'mau', 'demo', '', 'istana', 'berarti', '', 'kesini', '']","['kalau', 'mau', 'demo', '', 'istana', 'arti', '', 'kesini', '']","['kalau', 'mau', 'demo', 'istana', 'arti', 'kesini']"
681,727,Smoga tdk seperti hambalang,Positif,smoga tdk seperti hambalang,smoga tdk seperti hambalang,semoga tidak seperti hambalang,"['semoga', 'tidak', 'seperti', 'hambalang']","['semoga', '', '', 'hambalang']","['moga', '', '', 'hambalang']","['moga', 'hambalang']"
682,728,"Ga sabar lihat indahnya nanti kalo sudah jadi .. semoga semua berjalan lancar Aamiin ,semua rakyat yg berfikiran waras dan hati bersih selalu mendoakan kemajuan negara ini. 🇮🇩♥️🤍",Positif,"ga sabar lihat indahnya nanti kalo sudah jadi .. semoga semua berjalan lancar aamiin ,semua rakyat yg berfikiran waras dan hati bersih selalu mendoakan kemajuan negara ini. 🇮🇩♥️🤍",ga sabar lihat indahnya nanti kalo sudah jadi    semoga semua berjalan lancar aamiin  semua rakyat yg berfikiran waras dan hati bersih selalu mendoakan kemajuan negara ini,tidak sabar lihat indahnya nanti kalau sudah jadi semoga semua berjalan lancar aamiin semua rakyat yang berfikiran waras dan hati bersih selalu mendoakan kemajuan negara ini,"['tidak', 'sabar', 'lihat', 'indahnya', 'nanti', 'kalau', 'sudah', 'jadi', 'semoga', 'semua', 'berjalan', 'lancar', 'aamiin', 'semua', 'rakyat', 'yang', 'berfikiran', 'waras', 'dan', 'hati', 'bersih', 'selalu', 'mendoakan', 'kemajuan', 'negara', 'ini']","['', 'sabar', 'lihat', 'indahnya', '', 'kalau', '', 'jadi', 'semoga', 'semua', 'berjalan', 'lancar', 'aamiin', 'semua', 'rakyat', '', 'berfikiran', 'waras', '', 'hati', 'bersih', 'selalu', 'mendoakan', 'kemajuan', 'negara', '']","['', 'sabar', 'lihat', 'indah', '', 'kalau', '', 'jadi', 'moga', 'semua', 'jalan', 'lancar', 'aamiin', 'semua', 'rakyat', '', 'berfikiran', 'waras', '', 'hati', 'bersih', 'selalu', 'doa', 'maju', 'negara', '']","['sabar', 'lihat', 'indah', 'kalau', 'jadi', 'moga', 'semua', 'jalan', 'lancar', 'aamiin', 'semua', 'rakyat', 'berfikiran', 'waras', 'hati', 'bersih', 'selalu', 'doa', 'maju', 'negara']"
683,729,Selamat ibu kota baru.. <br>Tapi sayang modalnya seret.. <br>Apakah kita harus ngutang lagi,Negatif,selamat ibu kota baru.. <br>tapi sayang modalnya seret.. <br>apakah kita harus ngutang lagi,selamat ibu kota baru    tapi sayang modalnya seret    apakah kita harus ngutang lagi,selamat ibu kota baru tapi sayang modalnya seret apakah kita harus hutang lagi,"['selamat', 'ibu', 'kota', 'baru', 'tapi', 'sayang', 'modalnya', 'seret', 'apakah', 'kita', 'harus', 'hutang', 'lagi']","['selamat', 'ibu', 'kota', 'baru', '', 'sayang', 'modalnya', 'seret', '', '', '', 'hutang', '']","['selamat', 'ibu', 'kota', 'baru', '', 'sayang', 'modal', 'seret', '', '', '', 'hutang', '']","['selamat', 'ibu', 'kota', 'baru', 'sayang', 'modal', 'seret', 'hutang']"
684,730,Aku gak kuat mas setop setop proyek mercusuar mas yang menyelesarakan rakyat dgn ditariknya subsidi premium diganti subsidi pertalite pemerintah terlalau ambisi pada pembagunan pembagunan proyek mercusuar dan tega meningkatkan pajak usaha ppn cukai rokok dll sungguh pemerintah baik hati kepada pemerintah itu sendiri,Negatif,aku gak kuat mas setop setop proyek mercusuar mas yang menyelesarakan rakyat dgn ditariknya subsidi premium diganti subsidi pertalite pemerintah terlalau ambisi pada pembagunan pembagunan proyek mercusuar dan tega meningkatkan pajak usaha ppn cukai rokok dll sungguh pemerintah baik hati kepada pemerintah itu sendiri,aku gak kuat mas setop setop proyek mercusuar mas yang menyelesarakan rakyat dgn ditariknya subsidi premium diganti subsidi pertalite pemerintah terlalau ambisi pada pembagunan pembagunan proyek mercusuar dan tega meningkatkan pajak usaha ppn cukai rokok dll sungguh pemerintah baik hati kepada pemerintah itu sendiri,saya tidak kuat mas stop stop proyek mercusuar mas yang menyelesarakan rakyat dengan ditariknya subsidi premium diganti subsidi pertalite pemerintah terlalau ambisi pada pembangunan pembangunan proyek mercusuar dan tega meningkatkan pajak usaha ppn cukai rokok dan lain-lain sungguh pemerintah baik hati kepada pemerintah itu sendiri,"['saya', 'tidak', 'kuat', 'mas', 'stop', 'stop', 'proyek', 'mercusuar', 'mas', 'yang', 'menyelesarakan', 'rakyat', 'dengan', 'ditariknya', 'subsidi', 'premium', 'diganti', 'subsidi', 'pertalite', 'pemerintah', 'terlalau', 'ambisi', 'pada', 'pembangunan', 'pembangunan', 'proyek', 'mercusuar', 'dan', 'tega', 'meningkatkan', 'pajak', 'usaha', 'ppn', 'cukai', 'rokok', 'dan', 'lain-lain', 'sungguh', 'pemerintah', 'baik', 'hati', 'kepada', 'pemerintah', 'itu', 'sendiri']","['', '', 'kuat', 'mas', 'stop', 'stop', 'proyek', 'mercusuar', 'mas', '', 'menyelesarakan', 'rakyat', '', 'ditariknya', 'subsidi', 'premium', 'diganti', 'subsidi', 'pertalite', 'pemerintah', 'terlalau', 'ambisi', '', 'pembangunan', 'pembangunan', 'proyek', 'mercusuar', '', 'tega', 'meningkatkan', 'pajak', 'usaha', 'ppn', 'cukai', 'rokok', '', 'lain-lain', 'sungguh', 'pemerintah', 'baik', 'hati', '', 'pemerintah', '', 'sendiri']","['', '', 'kuat', 'mas', 'stop', 'stop', 'proyek', 'mercusuar', 'mas', '', 'menyelesarakan', 'rakyat', '', 'tarik', 'subsidi', 'premium', 'ganti', 'subsidi', 'pertalite', 'perintah', 'lalau', 'ambisi', '', 'bangun', 'bangun', 'proyek', 'mercusuar', '', 'tega', 'tingkat', 'pajak', 'usaha', 'ppn', 'cukai', 'rokok', '', 'lain', 'sungguh', 'perintah', 'baik', 'hati', '', 'perintah', '', 'sendiri']","['kuat', 'mas', 'stop', 'stop', 'proyek', 'mercusuar', 'mas', 'menyelesarakan', 'rakyat', 'tarik', 'subsidi', 'premium', 'ganti', 'subsidi', 'pertalite', 'perintah', 'lalau', 'ambisi', 'bangun', 'bangun', 'proyek', 'mercusuar', 'tega', 'tingkat', 'pajak', 'usaha', 'ppn', 'cukai', 'rokok', 'lain', 'sungguh', 'perintah', 'baik', 'hati', 'perintah', 'sendiri']"
